"day[1]","gmax","dmax","b","E_star","resnorm"
"2019-09-30",0.475333899814661,0.0313378640595498,0.213986785216931,0.766261051760372,8.83554302413815
"2019-10-01",0.620699765351034,0.0997878824546204,0.517831389732945,0.563657134065753,7.8668986546249
"2019-10-02",0.210018802891803,0.0209026024310539,0.0433609144914986,0.603057102483372,11.5659149196583
"2019-10-03",0.111723635008259,0.0277107001642213,0.097769486145849,0.107852020625595,7.81042885873598
"2019-10-04",0.112410375888511,0.00659111427008476,0.062562868840681,0.172795044784792,7.05779421900107
"2019-10-05",0.460253000368342,0.0876268573190454,0.783520885624178,0.914545478828886,20.388510898608
"2019-10-06",0.0926713739688577,0.0552202463245607,0.992371409017134,0.194608206538386,7.39867939518563
"2019-10-07",0.500830380656891,0.115211050842373,0.609601344959038,0.98728710601983,38.7894036509766
"2019-10-08",0.40950271490249,0.0608210939209654,0.713774918674245,0.844878284012965,18.7010715488919
"2019-10-09",0.187046167626846,0.0803738210421203,0.989988125727943,0.0920970223382056,4.88683859996326
"2019-11-09",0.9840154348449,0.139931364169784,0.78848417612892,0.690547079935387,59.6995006245247
"2019-11-10",0.579597981553816,0.0374802244215122,0.255058428395531,0.395711734008373,60.6055531386499
"2019-11-11",0.856128379673851,0.14449141445791,0.407233485512027,0.382489541177717,26.7399239851539
"2019-11-12",0.420509942033773,0.107269876729852,0.406676064831207,0.251599788505561,40.27877669962
"2019-11-13",0.693959095591329,0.0933570551163828,0.402574107643306,0.296676461280649,54.7979609903719
"2019-11-14",0.764544709865594,0.0571637457988002,0.317024097314781,0.489103880830438,6.04549287730243
"2019-11-15",0.686090039736132,0.142475798682948,0.358069954391527,0.375280617389507,1.58256933789798
"2019-11-16",0.793226460967683,0.0623925345053503,0.379083993404558,0.589279781565226,4.58779526723588
"2019-11-17",0.181245782447781,0.0826771472897652,0.542888572274979,0.0985969664725948,3.28122686275102
"2019-11-18",0.141107810546418,0.113344291698175,0.287452597077138,0.0451601939888358,1.17914712303353
"2019-11-19",0.812617608545502,0.0751531493284259,0.328093887344781,0.388361909303921,0.882980616037177
"2019-11-20",0.103874328703606,0.0441726748102505,0.29217972927924,0.0330210784719543,0.778422253755201
"2020-06-19",0.217538899349484,0.0799800087355988,0.155006208713052,0.149220680892666,16.2151622780293
"2020-06-20",0.160022833280645,0.0560494026884094,0.128980165601787,0.169627225654599,4.53275716192785
"2020-06-21",0.384637723984713,0.0220129685758022,0.0961972924356819,0.680311055911815,3.1470914406963
"2020-06-22",0.130179804128533,0.0341242810383088,0.12613008454805,0.208473013404557,3.49166826800106
"2020-06-23",0.154756423715001,0.0845971855658233,0.179012299475835,0.101720275996482,16.6000104900556
"2020-06-24",0.0905842406959484,0.0400438964218343,0.988769459255071,0.177979419531485,3.44850014670844
"2020-06-30",0.115433703282774,0.083030194452064,0.240676295058372,0.151603201551579,5.62587524704329
"2020-07-01",0.493498179980882,0.0746326168288096,0.210998881868934,0.861035370849799,5.79925025743204
"2020-07-02",0.133139861482199,0.0454567583027736,0.161258677582356,0.165136180143145,4.07506620110622
"2020-07-03",0.179262778331596,0.0577859009950654,0.609100692023586,0.655832042656548,1.92867146816643
"2020-07-04",0.103512620177562,0.0345571890606744,0.145498454711176,0.17674802430427,5.31048550023133
"2020-07-05",0.128278940415983,0.0311957156430828,0.0860249805672071,0.215443957096807,11.8109039101544
"2020-07-06",0.0607305425989398,0.0872201209574687,0.992555049916186,0.13674482933281,5.97831908686949
"2020-07-07",0.144383336920417,0.0184055839079186,0.0967832611174342,0.517239386813782,2.14050973956356
"2020-07-08",0.0550582460036149,0.0217889613427813,0.172681259877902,0.148521766799594,22.4526874257583
"2020-07-09",0.171002720429939,0.0224289803178608,0.0885631553157173,0.209654988564536,10.3440038640485
"2020-07-14",0.488764565527513,0.0391630098744399,0.185341229428652,0.806735463188643,5.04426276096705
"2020-07-15",0.150935271270442,0.0435640741210401,0.140677280953027,0.196071725779569,3.39516245381313
"2020-07-16",0.336875696112558,0.0651577353993285,0.241253140106771,0.632817928112092,4.65240144785456
"2020-07-17",0.20667291209303,0.0988805713304587,0.735624100640048,0.830823164245245,2.06016932209687
"2020-07-18",0.551536515674049,0.0816025068241783,0.204377728851719,0.894538756300409,12.9084893012197
"2020-07-19",0.0730936742564701,0.0580144346184604,0.889240774312717,0.15908843444278,3.31950185013353
"2020-07-31",0.140284009742165,0.0651611218090024,0.219738659875689,0.183114950668422,6.11570468967287
"2020-08-01",0.357573128361563,0.0226684520253491,0.165851192449413,0.874944746429459,4.46249999388758
"2020-08-02",0.296476330880603,0.0344445999448092,0.188075367358781,0.66532063092684,2.96694299451465
"2020-08-03",0.336329205238109,0.0125916637711916,0.0479955382017916,0.959813426566904,2.66575376462239
"2020-08-04",0.284015155581347,0.0265461238869541,0.0862166698192411,0.899749218593704,1.2922536957412
"2020-08-05",0.111855187235761,0.0374541404830803,0.189257982307906,0.200596376007363,3.20445952083352
"2020-08-06",0.161878550739609,0.11771668043184,0.285849266194648,0.172659352533945,9.3662322225243
"2020-08-07",0.150547536357365,0.0381767060493145,0.174171383460054,0.180891231234619,6.38334498430284
"2020-08-08",0.0684757976956529,0.0325248986521185,0.944886932139972,0.108220983938894,2.4239336470137
"2020-09-01",0.324094216683217,0.0768194868346909,0.222244976416561,0.631506711696915,7.79396062555406
"2020-09-02",0.229000683747921,0.109740098861045,0.243516749252692,0.205849068828533,19.1651195979796
"2020-09-03",0.622849040766064,0.0162711530205518,0.0849285754037226,0.984298254167353,8.45588211114123
"2020-09-04",0.115331803299499,0.0223323366916831,0.156004627622298,0.0572838010482658,7.94677263409552
"2020-09-23",0.146801626489548,0.0343673702972343,0.133587066621387,0.310406612963231,40.8680841142488
"2020-09-24",0.281190899633946,0.464312542308045,0.68229659028033,0.152274502206425,18.1119565966073
"2020-09-25",0.740984420348172,0.215317000899306,0.387856860247343,0.86749619994102,26.2344778442974
"2020-09-26",0.116793888542826,0.0172975306155685,0.0829050311777105,0.0743031775751717,8.55296494888319
"2020-09-27",0.0968505843368152,0.0221715453546406,0.126508286214271,0.092908357468429,5.75929741347562
"2020-09-28",0.423468039175944,0.0200215183127489,0.203077413021709,0.709719555837416,3.39915805055498
"2020-09-29",0.0990244114909064,0.0689108520940221,0.735762083817213,0.141239262635583,3.7497932314274
"2020-09-30",0.580408985597021,0.0766450092879214,0.99965505255662,0.990036352197415,17.7460790470182
"2020-10-01",0.754087644493251,0.174225916066205,0.995586040401325,0.663371988889272,35.6870505497046
"2020-10-02",0.0331458839223327,0.112131729424927,0.455329288345151,0.0247395036363234,14.2904996162993
"2020-10-03",0.00301636257067236,0.193434277445982,0.646608048804074,0.0167273800165406,0.635649307178687
"2020-10-04",0.00140956426275612,0.0221801891051994,0.304519076196648,0.00837202148520162,0.0240821775665846
"2020-10-05",0.434129783914072,0.191269484799226,0.9955678921751,0.699771676332346,7.40525325612361
"2020-10-06",0.688788140998773,0.0412853694631039,0.160146449092006,0.423102771524963,4.89334368890768
"2020-10-06",0.77427082246329,0.0426834398212955,0.165707285689396,0.497031022515426,5.09093541806809
"2020-10-07",0.195069614122226,0.370631453685995,0.964965393544242,0.112445212823148,13.7193249039812
"2020-10-08",0.765665097884669,0.049064621470536,0.169982994464547,0.901479034191162,14.6462656895284
"2020-10-09",0.593644307842551,0.183269448040414,0.66605132454664,0.348213626087736,14.2632542392452
"2020-10-09",0.558061420312688,0.186438147360097,0.63045347162193,0.319299902244594,13.7186866113414
"2020-10-10",0.992709937498545,0.270450311249567,0.997731308244911,0.959810592990414,20.2353071645472
"2020-10-11",0.801582820633794,0.0507911956278585,0.252132171520092,0.624205222660605,10.6756958743676
"2020-10-12",0.208650151203462,0.0289145713938488,0.144002130241742,0.10236128694631,3.30419452997026
"2020-10-13",0.693448811353438,0.113292395634593,0.691826450994222,0.806852726644626,5.77998743354541
"2020-10-14",0.571160186661254,0.0225533555932419,0.133776921028236,0.721563828297925,27.953689840381
"2020-10-15",0.112596217587484,0.0181370819392556,0.0607986574303072,0.141167942752228,5.6559513467723
"2020-10-16",0.34197392130856,0.0119892327411572,0.0937018019824955,0.572067651445413,10.0374912708085
"2020-10-17",0.398332969114784,0.0679104843099099,0.812124238894052,0.50205163943697,7.57238669601483
"2020-10-18",0.476649309443167,0.118047759785917,0.994611265263375,0.639301685666874,7.94887805363339
"2020-10-25",0.490483298356393,0.0424126195955966,0.201575181214334,0.692229697729716,4.7039495257564
"2020-10-26",0.259024314834265,0.0840739990158332,0.254726421930286,0.115918639222869,3.94290245725498
"2020-10-27",0.670222415106586,0.0384450732356201,0.177349937782814,0.543272289641586,21.3803071142726
"2020-10-28",0.460202788178426,0.273383350847417,0.734320078245904,0.25049680293624,24.1735300240522
"2020-10-29",0.69512359812804,0.310801868000594,0.989472522719055,0.483600782829741,27.0656764025058
"2020-10-30",0.743469517507586,0.0389908970937815,0.210450742215519,0.645858505352805,128.848551646356
"2020-10-31",0.246053700481625,0.254962778933197,0.457733485095866,0.0595651525262971,81.520066731195
